Record_Type,Hospital_ID,Hospital_Name,Product_ID,Product_Name,Product_Category,Usage_Family,Movement_Date,Movement_Qty,Current_Stock,Expiry_Date,Consignment_Start_Date
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-07-24,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-06-12,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-05-17,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-07-05,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-10-03,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-10-19,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-05-08,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-05-23,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-09-28,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-02-10,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-08-15,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-01-26,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-02-19,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-08-25,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-12-11,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-10-28,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-02-17,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-11-12,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-11-18,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-04-03,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-11-28,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-08-10,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-04-15,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-10-13,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-06-29,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-12-06,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2025-10-21,1,,,2025-03-02
movement,H003,Regional Care Clinic,DK-116,Rapid Test Kit 17,Diagnostic Kits,high,2024-10-02,1,,,2025-03-02
inventory,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,,,31,2026-05-17,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-07-19,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-12-23,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-09-08,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-11-24,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-04-23,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-10-17,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-05-16,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-10-19,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-04-10,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-01-23,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-03-25,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-01-31,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-05-04,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-02-25,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-03-11,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-12-06,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-04-25,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-02-20,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-11-07,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-10-17,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-05-25,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-12-01,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-10-06,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-02-24,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-01-25,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-01-03,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-10-13,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-10-01,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-10-28,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-07-21,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-12-24,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-12-20,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-05-28,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-09-01,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-12-29,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-01-16,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-11-03,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2025-02-10,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-12-30,1,,,2024-10-13
movement,H003,Regional Care Clinic,DK-117,Rapid Test Kit 18,Diagnostic Kits,high,2024-12-14,1,,,2024-10-13
inventory,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,,,21,2027-03-11,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-07-16,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-08-04,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-03-09,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2024-11-08,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-03-05,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-02-13,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-02-01,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2024-12-08,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-02-04,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-08-04,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-04-11,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-05-18,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-05-09,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-04-02,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2024-10-26,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2024-12-13,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-01-28,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2024-12-07,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-03-14,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-09-09,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-06-02,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-11-13,1,,,2024-10-18
movement,H003,Regional Care Clinic,DK-118,Rapid Test Kit 19,Diagnostic Kits,high,2025-03-23,1,,,2024-10-18
inventory,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,,,18,2027-02-24,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-05-31,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-06-19,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-06-03,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-04-06,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2024-10-20,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-08-12,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-03-04,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-03-23,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-05-31,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-03-27,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-10-07,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-04-15,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2024-11-21,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2024-12-04,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-04-08,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-06-15,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-10-22,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-06-25,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-11-03,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2024-10-07,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2024-11-27,1,,,2025-03-18
movement,H003,Regional Care Clinic,DK-119,Infection Marker Kit 20,Diagnostic Kits,high,2025-09-28,1,,,2025-03-18
inventory,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,,,21,2026-04-16,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-02-16,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-09-05,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-06-09,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-02-12,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-04-21,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-04-03,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-07-30,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2024-10-13,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-05-02,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-01-07,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-08-23,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-08-22,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-01-02,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2024-12-24,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-04-18,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-05-07,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-11-11,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2024-11-13,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-01-15,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-08-16,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-04-09,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-01-26,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-04-20,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-05-10,1,,,2025-04-29
movement,H003,Regional Care Clinic,DK-120,Infection Marker Kit 21,Diagnostic Kits,high,2025-11-23,1,,,2025-04-29
inventory,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,,,13,2026-10-07,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2024-10-12,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-02-24,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-08-22,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-05-22,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-06-12,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-08-17,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-04-05,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-09-28,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-07-14,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2024-12-17,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-03-20,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-02-28,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-01-02,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-06-18,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-01-24,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-05-11,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-01-17,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-05-09,1,,,2025-01-21
movement,H003,Regional Care Clinic,DK-121,Reagent Pack 22,Diagnostic Kits,medium,2025-01-29,1,,,2025-01-21
inventory,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,,,22,2026-12-21,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2024-10-05,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2024-12-16,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2024-11-29,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2024-10-12,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2025-06-26,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2025-01-15,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2025-01-27,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2025-10-13,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2024-12-16,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2025-09-18,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2025-06-18,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2025-09-26,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2025-07-26,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2025-06-22,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2025-09-27,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2025-08-24,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2025-05-18,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2024-12-05,1,,,2025-03-13
movement,H003,Regional Care Clinic,DK-122,Reagent Pack 23,Diagnostic Kits,medium,2025-09-14,1,,,2025-03-13
inventory,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,,,24,2027-02-27,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-04-23,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-08-22,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-03-21,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-01-04,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-02-23,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2024-12-05,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2024-12-30,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-08-29,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-02-14,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-09-01,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-03-20,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-07-01,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-09-15,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-08-22,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-06-17,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-04-09,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-01-12,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-10-29,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-05-26,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-11-21,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-03-22,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-09-17,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-08-18,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2024-10-04,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-05-13,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-02-11,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-03-12,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2024-12-26,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-03-17,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-04-30,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2024-12-10,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-03-19,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-04-27,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2024-11-27,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-04-12,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-03-20,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-09-01,1,,,2024-08-22
movement,H003,Regional Care Clinic,DK-123,Rapid Test Kit 24,Diagnostic Kits,high,2025-10-14,1,,,2024-08-22
