Hospital_ID,Hospital_Name,Product_ID,Product_Name,Product_Category,Usage_Family,Record_Type,Current_Stock,Expiry_Date,Consignment_Start_Date,Movement_Date,Movement_Qty
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-05-30,3
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-06-06,4
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-06-13,4
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-06-20,4
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-06-27,3
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-07-04,4
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-07-11,3
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-07-18,4
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-07-25,3
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-08-01,4
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-08-08,4
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-08-15,3
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-08-22,3
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-08-29,4
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-09-05,3
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-09-12,3
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-09-19,3
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-09-26,4
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-10-03,4
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-10-10,3
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-10-17,4
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-10-24,3
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-10-31,3
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-11-07,3
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-11-14,4
H002,Green Valley,P014,Molecular Assay 14,Diagnostic Kits,high,movement,,,,2025-11-21,4
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-05-30,1
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-06-06,2
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-06-13,1
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-06-20,1
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-06-27,1
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-07-04,2
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-07-11,2
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-07-18,2
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-07-25,1
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-08-01,1
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-08-08,2
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-08-15,2
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-08-22,1
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-08-29,2
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-09-05,2
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-09-12,1
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-09-19,1
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-09-26,1
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-10-03,2
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-10-10,1
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-10-17,2
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-10-24,1
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-10-31,2
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-11-07,1
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-11-14,1
H002,Green Valley,P015,Rapid Test 15,Diagnostic Kits,high,movement,,,,2025-11-21,1
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-05-30,1
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-06-06,2
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-06-13,3
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-06-20,2
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-06-27,1
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-07-04,1
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-07-11,1
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-07-18,1
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-07-25,2
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-08-01,2
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-08-08,2
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-08-15,1
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-08-22,2
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-08-29,2
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-09-05,1
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-09-12,1
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-09-19,1
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-09-26,1
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-10-03,1
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-10-10,2
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-10-17,1
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-10-24,1
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-10-31,2
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-11-07,2
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-11-14,2
H002,Green Valley,P016,Sample Prep Kit 16,Diagnostic Kits,medium,movement,,,,2025-11-21,1
H002,Green Valley,P017,Control Kit 17,Diagnostic Kits,medium,movement,,,,2025-06-06,1
H002,Green Valley,P017,Control Kit 17,Diagnostic Kits,medium,movement,,,,2025-06-13,1
H002,Green Valley,P017,Control Kit 17,Diagnostic Kits,medium,movement,,,,2025-07-04,1
H002,Green Valley,P017,Control Kit 17,Diagnostic Kits,medium,movement,,,,2025-07-25,1
H002,Green Valley,P017,Control Kit 17,Diagnostic Kits,medium,movement,,,,2025-08-01,1
H002,Green Valley,P017,Control Kit 17,Diagnostic Kits,medium,movement,,,,2025-08-22,1
H002,Green Valley,P017,Control Kit 17,Diagnostic Kits,medium,movement,,,,2025-09-12,1
H002,Green Valley,P017,Control Kit 17,Diagnostic Kits,medium,movement,,,,2025-10-03,1
H002,Green Valley,P017,Control Kit 17,Diagnostic Kits,medium,movement,,,,2025-10-17,1
H002,Green Valley,P017,Control Kit 17,Diagnostic Kits,medium,movement,,,,2025-10-31,1
H002,Green Valley,P017,Control Kit 17,Diagnostic Kits,medium,movement,,,,2025-11-21,1
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-05-30,1
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-06-06,1
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-06-13,1
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-06-20,1
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-06-27,2
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-07-04,2
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-07-11,2
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-07-18,2
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-07-25,1
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-08-01,1
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-08-08,3
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-08-15,2
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-08-22,1
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-08-29,1
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-09-05,2
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-09-12,1
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-09-19,1
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-09-26,1
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-10-03,2
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-10-10,1
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-10-17,2
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-10-24,2
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-10-31,2
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-11-07,1
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-11-14,1
H002,Green Valley,P018,Reagent Cartridge 18,Diagnostic Kits,medium,movement,,,,2025-11-21,1
H002,Green Valley,P019,Sample Prep Kit 19,Diagnostic Kits,low,movement,,,,2025-08-15,1
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-05-30,4
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-06-06,3
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-06-13,3
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-06-20,3
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-06-27,4
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-07-04,3
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-07-11,4
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-07-18,3
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-07-25,3
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-08-01,5
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-08-08,4
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-08-15,3
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-08-22,4
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-08-29,4
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-09-05,4
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-09-12,3
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-09-19,3
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-09-26,4
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-10-03,4
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-10-10,3
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-10-17,3
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-10-24,4
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-10-31,3
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-11-07,3
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-11-14,3
H002,Green Valley,P021,PCR Panel 21,Diagnostic Kits,high,movement,,,,2025-11-21,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-05-30,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-06-06,6
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-06-13,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-06-20,5
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-06-27,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-07-04,3
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-07-11,5
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-07-18,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-07-25,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-08-01,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-08-08,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-08-15,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-08-22,5
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-08-29,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-09-05,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-09-12,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-09-19,5
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-09-26,5
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-10-03,5
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-10-10,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-10-17,5
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-10-24,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-10-31,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-11-07,5
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-11-14,4
H002,Green Valley,P022,Sample Prep Kit 22,Diagnostic Kits,high,movement,,,,2025-11-21,5
H002,Green Valley,P023,Reagent Cartridge 23,Diagnostic Kits,medium,movement,,,,2025-06-13,1
H002,Green Valley,P023,Reagent Cartridge 23,Diagnostic Kits,medium,movement,,,,2025-07-11,1
H002,Green Valley,P023,Reagent Cartridge 23,Diagnostic Kits,medium,movement,,,,2025-07-25,1
H002,Green Valley,P023,Reagent Cartridge 23,Diagnostic Kits,medium,movement,,,,2025-08-22,1
H002,Green Valley,P023,Reagent Cartridge 23,Diagnostic Kits,medium,movement,,,,2025-08-29,1
H002,Green Valley,P023,Reagent Cartridge 23,Diagnostic Kits,medium,movement,,,,2025-09-05,1
H002,Green Valley,P023,Reagent Cartridge 23,Diagnostic Kits,medium,movement,,,,2025-09-12,1
H002,Green Valley,P023,Reagent Cartridge 23,Diagnostic Kits,medium,movement,,,,2025-09-19,1
H002,Green Valley,P023,Reagent Cartridge 23,Diagnostic Kits,medium,movement,,,,2025-10-10,1
H002,Green Valley,P023,Reagent Cartridge 23,Diagnostic Kits,medium,movement,,,,2025-10-24,1
H002,Green Valley,P023,Reagent Cartridge 23,Diagnostic Kits,medium,movement,,,,2025-10-31,1
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-05-30,4
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-06-06,3
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-06-13,4
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-06-20,3
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-06-27,4
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-07-04,4
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-07-11,3
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-07-18,3
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-07-25,3
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-08-01,4
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-08-08,4
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-08-15,4
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-08-22,4
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-08-29,2
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-09-05,4
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-09-12,4
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-09-19,4
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-09-26,4
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-10-03,3
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-10-10,3
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-10-17,3
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-10-24,3
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-10-31,3
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-11-07,3
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-11-14,4
H002,Green Valley,P024,RNA Extraction Kit 24,Diagnostic Kits,high,movement,,,,2025-11-21,3
H002,Green Valley,P025,Control Kit 25,Diagnostic Kits,medium,movement,,,,2025-06-06,1
H002,Green Valley,P025,Control Kit 25,Diagnostic Kits,medium,movement,,,,2025-07-04,1
H002,Green Valley,P025,Control Kit 25,Diagnostic Kits,medium,movement,,,,2025-07-11,1
H002,Green Valley,P025,Control Kit 25,Diagnostic Kits,medium,movement,,,,2025-08-08,1
H002,Green Valley,P025,Control Kit 25,Diagnostic Kits,medium,movement,,,,2025-08-22,1
H002,Green Valley,P025,Control Kit 25,Diagnostic Kits,medium,movement,,,,2025-08-29,1
H002,Green Valley,P025,Control Kit 25,Diagnostic Kits,medium,movement,,,,2025-09-19,1
H002,Green Valley,P025,Control Kit 25,Diagnostic Kits,medium,movement,,,,2025-10-03,1
H002,Green Valley,P025,Control Kit 25,Diagnostic Kits,medium,movement,,,,2025-10-10,2
H002,Green Valley,P025,Control Kit 25,Diagnostic Kits,medium,movement,,,,2025-10-17,1
H002,Green Valley,P025,Control Kit 25,Diagnostic Kits,medium,movement,,,,2025-10-24,1
H002,Green Valley,P025,Control Kit 25,Diagnostic Kits,medium,movement,,,,2025-10-31,1
H002,Green Valley,P025,Control Kit 25,Diagnostic Kits,medium,movement,,,,2025-11-14,1
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-05-30,1
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-06-06,2
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-06-27,1
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-07-04,2
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-07-11,2
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-07-18,1
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-07-25,1
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-08-01,1
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-08-08,1
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-08-15,1
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-08-22,1
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-08-29,2
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-09-05,1
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-09-12,1
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-09-19,1
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-09-26,2
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-10-03,2
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-10-10,3
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-10-17,1
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-10-24,2
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-10-31,2
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-11-07,2
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-11-14,3
H002,Green Valley,P026,PCR Panel 26,Diagnostic Kits,medium,movement,,,,2025-11-21,2
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-05-30,2
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-06-06,2
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-06-13,1
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-06-20,1
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-06-27,2
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-07-11,2
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-07-18,1
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-07-25,2
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-08-01,1
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-08-08,1
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-08-15,1
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-08-22,2
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-08-29,2
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-09-05,2
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-09-12,2
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-09-19,2
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-09-26,1
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-10-03,2
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-10-10,2
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-10-17,2
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-10-24,1
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-10-31,2
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-11-07,1
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-11-14,1
H002,Green Valley,P027,Sample Prep Kit 27,Diagnostic Kits,high,movement,,,,2025-11-21,1
H002,Green Valley,P028,RNA Extraction Kit 28,Diagnostic Kits,high,movement,,,,2025-05-30,4
H002,Green Valley,P028,RNA Extraction Kit 28,Diagnostic Kits,high,movement,,,,2025-06-06,3
H002,Green Valley,P028,RNA Extraction Kit 28,Diagnostic Kits,high,movement,,,,2025-06-13,3
H002,Green Valley,P028,RNA Extraction Kit 28,Diagnostic Kits,high,movement,,,,2025-06-20,3
H002,Green Valley,P028,RNA Extraction Kit 28,Diagnostic Kits,high,movement,,,,2025-06-27,3
H002,Green Valley,P028,RNA Extraction Kit 28,Diagnostic Kits,high,movement,,,,2025-07-04,4
H002,Green Valley,P028,RNA Extraction Kit 28,Diagnostic Kits,high,movement,,,,2025-07-11,3
H002,Green Valley,P028,RNA Extraction Kit 28,Diagnostic Kits,high,movement,,,,2025-07-18,3
H002,Green Valley,P028,RNA Extraction Kit 28,Diagnostic Kits,high,movement,,,,2025-07-25,4
H002,Green Valley,P028,RNA Extraction Kit 28,Diagnostic Kits,high,movement,,,,2025-08-01,3
